0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
0 ; 1 ; 12 ; 8 ; 2 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
1 ; 1 ; 25 ; 6 ; 1 ; 3 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
2 ; 1 ; 16 ; 4 ; 3 ; 2 ; 100 ;
&
